hs4,품목명,google_signal,google_reason,kotra_signal,kotra_reason,final_signal_추천,결합근거,HHI_위험등급
2810,붕소의 산화물과 붕산,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,두 소스 모두 저위험 → 최댓값 채택,RED
6809,그 밖의 제품,GREEN,"① [Google] 매칭 근거: 매칭 키워드 없음 (최고점수 0, Google 3건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-08-03] 국회는 여러 중요한 입법 사안을 심의하고 결정할 것입니다. - Vietnam.vn | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,GREEN,두 소스 모두 저위험 → 최댓값 채택,RED
2601,응결시키지 않은 것,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,두 소스 모두 저위험 → 최댓값 채택,RED
3707,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 61건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",RED
7213,기타[쾌삭강(快削鋼)의 것으로 한정한,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,두 소스 모두 저위험 → 최댓값 채택,RED
3604,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 61건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",RED
3921,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 61건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",YELLOW
7226,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 61건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",RED
2818,산화알루미늄[인조 커런덤(corund,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,GREEN,"① [KOTRA] 매칭 근거: 매칭 키워드 없음 (최고점수 0, KOTRA 1건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-07-21] 중국 조선 세계 1위의 그늘, 기자재 국산화율 54%&hellip; 韓 기업, 고부가 선박에서 답을 찾다 | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",NO_DATA,두 소스 모두 저위험 → 최댓값 채택,YELLOW
2931,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 61건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",YELLOW
6801,포석ㆍ연석ㆍ판석[천연 석재로 한정하며,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,두 소스 모두 저위험 → 최댓값 채택,RED
2932,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 61건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",YELLOW
3809,섬유산업이나 이와 유사한 산업에서 사,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,GREEN,"① [KOTRA] 매칭 근거: 매칭 키워드 없음 (최고점수 3, KOTRA 8건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-06-22] 글로벌 섬유&middot;패션 공급망이 한자리에, 2026 시드니 글로벌 소싱 엑스포 개최 | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",NO_DATA,두 소스 모두 저위험 → 최댓값 채택,YELLOW
2904,술폰화유도체와 이들의 염과 에틸에스테,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,두 소스 모두 저위험 → 최댓값 채택,YELLOW
7208,두께가 3밀리미터 이상 4.75밀리미,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,두 소스 모두 저위험 → 최댓값 채택,YELLOW
7326,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 61건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",YELLOW
6905,기와(지붕타일),NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,GREEN,"① [KOTRA] 매칭 근거: 매칭 키워드 없음 (최고점수 3, KOTRA 2건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-05-27] 공급망 충격과 CEPA 발효, UAE 알루미늄 공급망의 위기와 기회 | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",NO_DATA,두 소스 모두 저위험 → 최댓값 채택,RED
